title,price,condition,review,city,date,href
"MacBook Air 13"" 2017 A1466 i5/8gb/128gb.",450 €,Būklė: naudota,"Naudotas nešiojamas kompiuteris MacBook Air A1466 (2017). 125 krovimo ciklai. 

Procesorius:  1.8GHz Intel Core i5
RAM: 8GB
HDD: 128GB
Video: Intel HD Graphics 6000 1536MB

Prekė yra T. Ševčenkos g. 9, Vilnius. Tel. nr. 867777715

NAUJAS...","Vilnius, ...",prieš 3 val.,https://skelbiu.lt//skelbimai/macbook-air-13-2017-a1466-i5-8gb-128gb-46478585.html
"Superkame naujus, naudotus MacBook kompiuterius",799 €,Būklė: naudota,"LOMBARDAS PASILAICIUOSE Žemynos g. 18, prekybos centre KUBAS,tel.:8-684-13333.ISPARDUOTUVES-LOMBARDU TINKLAS VILNIUJE IR KAUNE.VISA PARA.PALUKANOS NUO 2%,TAISOME TELEFONUS,PLANSETES,KOMPIUTERIUS IR KITA-SUPERKAME VISKAS KAS TURI KOMERCINE VERTE...","Vilnius, ...",prieš 3 val.,https://skelbiu.lt//skelbimai/superkame-naujus-naudotus-macbook-kompiuterius-22871467.html
MacBook Pro (a1706) 2017m i5/16gb/256gb,799 €,Būklė: naudota,"Naudotas nešiojamas kompiuteris MacBook Pro (a1706) 2017m. 182 krovimo ciklai.

Procesorius: Intel Core i5 3,30GHz
RAM: 16GB
HDD: 256GB
Video: Intel Iris 650 1536MB

Prekė yra Žemynos g. 18, Vilnius. Tel. nr. 868413333

LOMBARDAS PASILAICIUOSE...","Vilnius, ...",prieš 3 val.,https://skelbiu.lt//skelbimai/macbook-pro-a1706-2017m-i5-16gb-256gb-23293057.html
"MacBook Pro(13-inch,mid 2012) be ekrano",95 €,Būklė: naudota,"Ekranas yra sudauzytas.
2,5 GHz IntelCore i5
Ram 4 GB
HDD 100 GB
Intel HD Graphics 4000 1536 MB
isore gera,pakrovejas yra.",Šiauliai,prieš 4 val.,https://skelbiu.lt//skelbimai/macbook-pro-13-inch-mid-2012-be-ekrano-55765225.html
MacBook air,850 €,Būklė: nauja,"Parduodu naują MacBook Air M1 8Gb RAM, 256Gb . Išpakuotas nuotraukoms padaryti. Pirktas prieš kelias dienas , yra garantinė pažyma. Kaina galutinė",Tauragės r.,prieš 4 val.,https://skelbiu.lt//skelbimai/macbook-air-56926685.html
"MacBook Pro touch bar Cto 1tb SSD, 3.5 GHz i7,",890 €,Būklė: naudota,"Parduodamas gero stovio mažai naudotas Macbook pro kompiuteris.
2017 m. Įspūdingi parametrai: 3.5 GHZ i7, 16 GB Ram, 1tb SSD, Intel iris Plus 650 grafika. Veikia puikiai, neturi jokių defektų. 274 baterijos ciklai. Parduodamas komplekte su...",Vilnius,prieš 4 val.,https://skelbiu.lt//skelbimai/macbook-pro-touch-bar-cto-1tb-ssd-3-5-ghz-i7-56807839.html
"Apple MacBook Air 2017 i5-5350u/8/256/13""",570 €,Būklė: naudota,"Parduodamas puikios būklės naudotas nešiojamas kompiuteris Apple MacBook Air 2017 
NEMOKAMAS PRISTATYMAS Į KITUS MIESTUS!

Nešiojamas kompiuteris Apple MacBook Air (13"" 2017)
Procesorius Intel Core i5-5250U
Operatyvinė atmintis 8GB
Diskinis...",Kaunas,prieš 4 val.,https://skelbiu.lt//skelbimai/apple-macbook-air-2017-i5-5350u-8-256-13-49471459.html
MacBook Air 11-inch A1370,140 €,Būklė: naudota,"YRA DAUGIAU MACBOOK KOMPIUTERIŲ, TEIRAUTIS TELEFONU.

PARDUOTAS
Parduodu išvaizdų, lengvą, tylų, greitą bei kompaktišką Macbook Air 11 late 2010 nešiojamą kompiuterį
Puikiai tinkantis mokslams ar darbui.
Duomenys:
60gb SSD
2gb RAM
11 colių...","Kaunas, ...",prieš 4 val.,https://skelbiu.lt//skelbimai/macbook-air-11-inch-a1370-55995269.html
"iMac 21.5-inch i5 8gb/512gb, Late 2012",200 €,Būklė: naudota,"Kompiuteris yra parveštas iš užsienio, paruoštas naujam savininkui. Be iCloud. Visi parametrai, pabraižymai bei ekrano skilimai matosi nuotraukose.

iMac parduodamas be priedų (tik kompiuteris).","Vilnius, ...",prieš 4 val.,https://skelbiu.lt//skelbimai/imac-21-5-inch-i5-8gb-512gb-late-2012-54299057.html
"Superkam apple kompiuterius,priedus,aksesuarus ir",180 €,Būklė: naudota,"SUPERKU VISKA KAS TURI KOMERCINE VERTE,jei rimtesni pasiulimai galiu atvykti visoj lietuvoj,del kainos tel.:863702222,
viber, email.:[email protected] IS KARTO arba nustacius defektus, domina dideli kiekiai nauju,naudotu, DOMINA...","Radviliškio r., ...",prieš 4 val.,https://skelbiu.lt//skelbimai/superkam-apple-kompiuterius-priedus-aksesuarus-ir-46374185.html
Perkame naujus ir neveikiančius Apple kompiuterius,180 €,Būklė: naudota,"VISA PARA!-DOMINA VISU GAMINTOJU IR MODELIU NAUJESNI TELEFONAI,KOMPIUTERIAI,PLANSETES IR KITA TECHNIKA IVAIRIOS BUKLES.
pasiulimai telefonu,viber,telegram,signal,whatsapp
PRIVAZIUOJAME,GALIMA SIUNTIMU PER PASTOMATUS,KURJIERIUS,STOTI IR KITAIS...","Vilniaus r., ...",prieš 4 val.,https://skelbiu.lt//skelbimai/perkame-naujus-ir-neveikiancius-apple-kompiuterius-25214711.html
MacBook Pro 13 2010 Core 2 Duo 8gb/350gb +1 mėn.,180 €,Būklė: naudota,"Naudotas, verslo klasės nešiojamasis kompiuteris: MacBook Pro 13 2010 metų. Kompiuteris tiks tiek darbui, tiek kasdieniam naudojimui. Metalinis korpusas - komfortabilus nešiojimuisi, ilgai laikanti baterija patenkins daugelio iš Jūsų poreikius....","Vilnius, ...",prieš 4 val.,https://skelbiu.lt//skelbimai/macbook-pro-13-2010-core-2-duo-8gb-350gb-1-men-52848755.html
"Nauji Apple MacBook Air 13"" M1 256gb",880 €,Būklė: nauja,"Parduodami nauji, supakuoti MacBook Air 13"" kompiuteriai, 12 mėn.gamintojo garantija, turime space gray ir silver spalvos

MacBook Air 13.3"" Retina M1 8-core CPU 7-core GPU/8GB/256GB",Vilnius,prieš 4 val.,https://skelbiu.lt//skelbimai/nauji-apple-macbook-air-13-m1-256gb-56683593.html
Nupirksiu MacBook Air,865 €,Būklė: naudota,"Nupirksiu MacBook Air.

Kaina priklauso nuo modelio stovio ir komplektacijos.

Lombardas Klaipėdoje:
Statybininkų pr. 30,
Klaipėda, tel. nr. 8 645 99211
https://www.facebook.com/StatybininkuPr30/
Darbo laikas:
I-VII: 10:00-20:00
KITOJE TAIKOS PR...",Klaipėda,prieš 4 val.,https://skelbiu.lt//skelbimai/nupirksiu-macbook-air-40619019.html
"Kaip naujas Apple MacBook Pro 13, 2020",865 €,Būklė: naudota,"Parduodamas naudotas, tačiau idealios buklės Apple Macbook Pro 13, 2020 metų modelis, Silver (sidabrinės) spalvos su Touch Bar.

Kompiuteris vizualiai atrodo kaip naujas, neturiu jokių naudojimo žymių.

Komplekte yra pats kompiuteris ir 65W...",Vilnius,prieš 4 val.,https://skelbiu.lt//skelbimai/kaip-naujas-apple-macbook-pro-13-2020-56863893.html
Apple MacBook Pro 15 / 2017 / i7 / 16 GB / 256 SSD,950 €,Būklė: naudota,"Apple MacBook Pro 15 A1707

320 Baterijos ciklų.

Ekranas: 15.4"" (2880x1800) (220 ppi) Retina 500 Nits

2.8GHz quad-core Intel Core i7, Turbo Boost up to 3.8GHz, with 6MB shared L3 cache

16GB of 2133MHz LPDDR3 onboard memory
...",Vilnius,prieš 4 val.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-2017-i7-16-gb-256-ssd-55368599.html
title,price,condition,review,city,date,href
2016 12 MacBook Rose Gold,450 €,Būklė: naudota,"Veikiantis kompiuteris, jokių subraižymų, retina display, puiki garso kokybė, klaviatūros keli mygtukai nustojo veikti, bet manau apple turėtų pakeisti nemokamai, nes jos turi gamyklinių problemų.

https://support.apple.com/keyboard-service...",Plungės r.,prieš 5 val.,https://skelbiu.lt//skelbimai/2016-12-macbook-rose-gold-56926007.html
MacBook pro 13 2015 retina,330 €,Būklė: naudota,"Parduodamas gerai išsilaikęs macbookas, nekaista, baterija laiko ilgai (statusas normal), pilnas gamyklinis komplektas(pakrovėjas originalus). Visi parametrai matomi nuotraukoje. Yra nedidelis trūkūmas, kol kompiuteris šaltas, pirmas 10-20min...","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-pro-13-2015-retina-56845451.html
MacBook Pro 15 2015 Retina i7/16gb/256gb SSD,550 €,Būklė: naudota,"Parduodamas nešiojamas kompiuteris Apple Macbook Pro 15 Retina (mid 2015).

Kompiuteris pilnos komplektacijos - dėžė, pakrovėjas, knygutės. Baterija laiko apie 3 valandas, ciklų 304.

Specifikacija:
2.2 GHz Quad-Core Intel Core i7
16GB...",Vilnius,prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-pro-15-2015-retina-i7-16gb-256gb-ssd-56853671.html
MacBook Pro 15 Retina 2015 i7/16gb/256gb SSD,550 €,Būklė: naudota,"Parduodamas nešiojamas kompiuteris Apple Macbook Pro 15 Retina (mid 2015). 

Kompiuteris pilnos komplektacijos - dėžė, pakrovėjas, knygutės. Baterija laiko apie 3 valandas, ciklų 304.

Specifikacija:
2.2 GHz Quad-Core Intel Core i7
16GB 1600 MHz...",Vilnius,prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-pro-15-retina-2015-i7-16gb-256gb-ssd-56783759.html
Nupirksiu MacBook Air 2018 2019 2020 M1,320 €,Būklė: nauja,"NUPIRKSIU MACBOOK AIR 2018 2019 2020 2021 M1 METU
DOMINA NAUJI SUPAKUOTI , NAUDOTI , SU ICLOUD , DAUZTI , SU MDM , GAVE DREGMES , IIS SKANDINAVU ULTILIZACIJOS  , TINKA ATVEZTI IS UZSIENIO , DOMINA DIDESNIS KIEKIS 

GALIME ISPIRKTI IS KITU...","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/nupirksiu-macbook-air-2018-2019-2020-m1-53141265.html
Nupirksiu MacBook Pro 2018 2019 2020 2021,320 €,Būklė: nauja,"NUPIRKSIU MACBOOK PRO 13 15 16 COLIU 2015 2016 2017 2018 2019 2020 2021 M1 METU
TOUCH BAR 
DOMINA NAUJI SUPAKUOTI , NAUDOTI , SU ICLOUD , DAUZTI , SU MDM , GAVE DREGMES , IIS SKANDINAVU ULTILIZACIJOS , TINKA ATVEZTI IS UZSIENIO , DOMINA...",Vilnius,prieš 5 val.,https://skelbiu.lt//skelbimai/nupirksiu-macbook-pro-2018-2019-2020-2021-53141319.html
MacBook Air 13 2015,320 €,Būklė: naudota,"Sveiki, parduodamas Apple Macbook Air 13.3 colių Early-2015 modelis, pagamintas 2016 metais. ""Core i5"" (Turbo Boost: 2.7 GHz) su 8GB RAM, bei 128GB sparčiuoju Flash SSD disku.

Kompiuteris yra geros būklės, techniškai tvarkingas,...","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-air-13-2015-56783079.html
MacBook Pro 13 Retina 8 RAM/256 SSD,320 €,Būklė: naudota,"Sveiki, parduodamas MacBook Pro 13.3 colių Retina Late-2013 modelis, pagamintas 2014 metais. ""Core i5"" (Turbo Boost: 2.9 GHz) su 8GB RAM, bei 256GB sparčiuoju Flash SSD disku.

Kompiuteris yra labai geros būklės, techniškai tvarkingas, veikia...","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-pro-13-retina-8-ram-256-ssd-56798659.html
MacBook Air 13 Retina 2018 8 RAM/256 SSD,607 €,Būklė: naudota,"Sveiki, parduodamas Apple MacBook Air 13 Retina 2018 metų modelis, ""Core i5"" (Turbo Boost: 3.6 GHz) su 8GB RAM, bei padidintu 256GB sparčiuoju Flash SSD disku.

Kompiuteris labai geros būklės, techniškai tvarkingas, veikia puikiai. Baterijos...","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-air-13-retina-2018-8-ram-256-ssd-56887397.html
"MacBook Air, Pro Nešiojamų Kompiuterių Supirkimas",1 €,Būklė: naudota,"WEBUY.LT - MacBook, MacBook Air, MacBook Pro nešiojamų ir kt. kompiuterių supirkimas. Siūlyti įvairius variantus, galime nupirkti keletą vienetų iš karto.

Domina visi Mac modeliai pagaminti nuo 2011 metų. Čia NE lombardas, pasiūlysime protingą...","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-air-pro-nesiojamu-kompiuteriu-supirkimas-48027647.html
Apple MacBook Air Pro Dalys,1 €,Būklė: naudota,"Sveiki, parduodami Apple MacBook Pro/Air dalimis. Visos dalys testuotos, pilnai funkcionuojančios. Šiuo metu yra: 

1. MacBook Pro 13 Retina 2015 A1502 dalys

* Motininė plokštė 13"" 8GB i5-5257U 2.7-3.1GHz Early-2015, 820-4924-A. 150€
* Trackpad...","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/apple-macbook-air-pro-dalys-55834425.html
"Naujas Appe MacBook Air 13"" M1 256gb",880 €,Būklė: nauja,"Naujas, neišpakuotas, 1 metų apple garantija, naujausias modelis, gold spalvos

MacBook Air 13.3"" Retina su True Tone technologija/M1 8C CPU/8GB/256GB/7C GPU",Vilnius,prieš 5 val.,https://skelbiu.lt//skelbimai/naujas-appe-macbook-air-13-quot-m1-256gb-56744319.html
MacBook air 13-inch Mid 2011,130 €,Būklė: naudota,Macbook air 13-inch Mid 2011. Kartu su pakroveju.,Kaunas,prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-mid-2011-56718581.html
MacBook pro 13 2015,420 €,Būklė: naudota,"Macbook pro 2015
128gb 
Battery cycle count: 658
Turi naudojimosi zymiu, veikia be problemu

Siunciu arba atsiimti Kaisiadoryse",Kaišiadorių r.,prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-pro-13-2015-56925667.html
MacBook Air i5/4gb/128gb,240 €,Būklė: naudota,"Kompiuteris labai geros būklės, pakrovėjas - nelabai. :D Visuomet laikytas dėkle, nekritęs, neardytas. Baterija lengvą pusdienį išdirba. Su dėže.","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-air-i5-4gb-128gb-56267001.html
"iPad Mini 16gb, tvarkingas, pilna komplektacija",75 €,Būklė: naudota,"Ipad Mini, vidine atmintis 16GB,
viskas veikia puikiai,
nuo Icloud atsijungta,
7.9 colio ekranas,
Komplekte dezute, pakrovejas, usb laidas.

Prireikus galimas siuntimas.",Kaunas,prieš 5 val.,https://skelbiu.lt//skelbimai/ipad-mini-16gb-tvarkingas-pilna-komplektacija-56720653.html
MacBook Pro 15 (mid 2015) Retina i7/16gb/256gb SSD,600 €,Būklė: naudota,"Paruodamas nešiojamas kompiuteris Apple Macbook Pro 15 Retina (mid 2015). Kompiuteris yra idealios bukles, be pabraizymu ar ilenkimu. Kompiuteris pilnos komplektacijos. Nauja baterija. Pirktas 2017 metais.

Specifikacija:
2.2 GHz Quad-Core...",Vilnius,prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-pro-15-mid-2015-retina-i7-16gb-256gb-ssd-56579195.html
Apple MacBook Pro 15 2019,1 850 €,Būklė: naudota,"Apple MacBook Pro 15.4"" with Touch Bar 2019  Space Gray MV912ZE/A

Intel Core i9 2,4 Ghz
16 GB Ram
512 GB SSD 

Pirkta 2020 sausį senukuose. Yra sąskaita ir dežė.
Naujo kaina - 2588eur

Pirkimo nuoroda su detaliu aprašymu.

https://www.senukai...",Vilnius,prieš 5 val.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-2019-54574011.html
MacBook Pro 2019 i7 16gb 512gb SSD,1 079 €,Būklė: naudota,"Parduodu Macbook Pro 2019metų modelį, su jutikline juosta (touch bar).
Baterija teturi tik 2 įkrovimo/iškrovimo ciklus, 100% gyvybingumas, patikrinta su specialia programa.
Su dėžute, įkrovikliu ir maitinimo laidu.

I7 2,8ghz
512gb SSD...",Vilnius,prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-pro-2019-i7-16gb-512gb-ssd-56235439.html
Nupirksiu nešiojamą kompiuterį Apple Mackbook,490 €,Būklė: naudota,"Nupirksiu, paimsiu užstatu nešiojamą kompiuterį Apple Mackbook, kaina priklauso nuo stovio ir komplektacijos. 

Lombardas Mažeikiuose: 
Žemaitijos g. 25, 
Mažeikiai, tel. nr. 8 60760307 
Facebook: @PirkIrParduokUzGeraKaina
https://www.facebook...",Mažeikių r.,prieš 5 val.,https://skelbiu.lt//skelbimai/nupirksiu-nesiojama-kompiuteri-apple-mackbook-37579739.html
Naudotas Apple MacBook Air 13 Retina 2018,490 €,Būklė: naudota,"Parduodame naudota Apple Macbook Air 13 Retina 2018
Intel i5
8gb ram
128ssd
Tvarkingas ,labai geros bukles
128 ciklai
suteikiame garantija","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/naudotas-apple-macbook-air-13-retina-2018-56459651.html
Ieškau Apple MacBook naujo arba naudoto,599 €,Būklė: naudota,"Ieškau Apple MacBook naujo arba naudoto

Mus galite rasti A.Jakšto g. 11, Vilnius.","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/ieskau-apple-macbook-naujo-arba-naudoto-56237149.html
"Superkame Apple ir kitus,nauj/naud su defektais",599 €,Būklė: naudota,"ZAIDIMU KONCOLES,ZAIDIBINIUS PRIEDUS,STACIONARIUS GALINGUS, PLANCETES,IR KITA IRANGA.SUPERKU VISKA KAS TURI KOMERCINE VERTE,jei rimtesni pasiulimai galiu atvykti visoj lietuvoj,del kainos tel.:863702222,
pasiulimai telefonu,viber,telegram,signal...","Panevėžys, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/superkame-apple-ir-kitus-nauj-naud-su-defektais-30121209.html
"MacBook Air 13"" a1932 i5/8gb/128gb. 2018m",599 €,Būklė: naudota,"Naudotas nešiojamas kompiuteris Macbook Air 13"" a1932 2018m. 123 krovimo ciklai.

Procesorius: Intel Core i5 1,60GHz
RAM: 8GB
HDD: 128GB
Video: Intel UHD 617 1536MB

Prekė yra Kalvarijų g. 59a, Vilnius. Tel. nr. 865639993

NAUJAS LOMBARDAS...","Vilnius, ...",prieš 5 val.,https://skelbiu.lt//skelbimai/macbook-air-13-a1932-i5-8gb-128gb-2018m-27147089.html
title,price,condition,review,city,date,href
MacBook Pro 13 col. 2020m i5/8gb/256gb,899 €,Būklė: naudota,"Naudotas nešiojamas kompiuteris MacBook Pro 13 col. 2020m. 82 krovimo ciklai. Su dėže.

Procesorius: Intel Core Quad-Core i5 1,40GHz
RAM: 8GB
HDD: 256GB
Video Intel Iris Plus 645

Prekė yra Kalvarijų g. 59a, Vilnius. Tel. nr. 865639993
...","Vilnius, ...",prieš 6 val.,https://skelbiu.lt//skelbimai/macbook-pro-13-col-2020m-i5-8gb-256gb-20874790.html
MacBook Air a1466 i5/4gb/128gb mid-2013m,210 €,Būklė: naudota,"Naudotas nešiojamas kompiuteri MacBook Air a1466. Mid 2013. 

Procesorius: Intel Core i5 1,3GHz
RAM: 4GB
HDD: 128GB
Video: Intel HD 5000 1536MB

Prekė yra Kalvarijų g. 59a, Vilnius. Tel. nr. 865639993

IŠPARDUOTUVĖS-LOMBARDŲ TINKLAS VILNIUJE IR...","Vilnius, ...",prieš 6 val.,https://skelbiu.lt//skelbimai/macbook-air-a1466-i5-4gb-128gb-mid-2013m-16864846.html
MacBook Pro 15 2017 Touchbar,900 €,Būklė: naudota,"Naudotas MacBook Pro
Komplekte kompiuteris, kroviklis.
2,8 GHz quad core Intel core i7
16 GB 2133MHz LPDDR3
Radeon Pro 555 2 GB
256 GB SSD
Baterija 776 ciklai",Vilnius,prieš 6 val.,https://skelbiu.lt//skelbimai/macbook-pro-15-2017-touchbar-56527061.html
MacBook pro 16gb RAM i7 100% battery health,1 249 €,Būklė: naudota,"Parduodamas macbook pro. Geros būklės, nedaug naudotas. Naudojamas nebuvo renderinimams, tik paprastiems ofisiniams darbams. 

Komplekte yra dežė, pakrovimo laidas ir pats pakrovėjas. Papildomai nupirktas laido prailginimas (2m).

Kompiuteris...",Kaunas,prieš 6 val.,https://skelbiu.lt//skelbimai/macbook-pro-16gb-ram-i7-100-battery-health-51523271.html
Apple MacBook Air 2011 A1370 Emc2471,140 €,Būklė: naudota,"Parduodamas geros buklės Apple MacBook Air (11-inch, Mid 2011) A1370  EMC2471

Su Intel i5 3 kartos 1.6GHz dual-core Intel Core i5 with 3MB shared L3 cache

RAM 4 GB DDR3 1333 Mhz

128 GB SSD

Advanced Intel HD Graphics 3000 

11.6...","Klaipėda, ...",prieš 6 val.,https://skelbiu.lt//skelbimai/apple-macbook-air-2011-a1370-emc2471-56664651.html
Macbookpro a1211,20 €,Būklė: naudota,"Pakrivejo nera, nezinau ar veikia.",Vilnius,prieš 6 val.,https://skelbiu.lt//skelbimai/macbookpro-a1211-56692815.html
Apple MacBook,60 €,Būklė: naudota,"2006 metu. Geros būklės, veikia tik ant įkroviklio. Kaina 60eur, Tauragė.",Tauragės r.,prieš 6 val.,https://skelbiu.lt//skelbimai/apple-macbook-55739673.html
"Parduodu 2 MacBook, Pro, Air",100 €,Būklė: naudota,"Abu neveikiantys, ekranai sveiki, 100eur už abu. Pro 2010metu su intel i5, Air 2008.Dėžė galiu parduoti atskirai 10eur.",Tauragės r.,prieš 6 val.,https://skelbiu.lt//skelbimai/parduodu-2-macbook-pro-air-55738853.html
MacBook pro 13,295 €,Būklė: naudota,"Macbook pro  13 coliu Mid 2012 
 gero stovio ,viskas veikia.dirba tyliai. greitai 
cpu  i5  video Intel HD Grapic 4000 1536 mb
 Ram 8 gb, SSD 200 gb. baterija tik 42 ciklai
irasyta macOS Catalina. Ofisas","Kaunas, ...",prieš 6 val.,https://skelbiu.lt//skelbimai/macbook-pro-13-56924285.html
"Nesiojamas kompiuteris i3/4gb/15,6/320gb",155 €,Būklė: naudota,"Parduodamas tvarkingas nesiojamas kompiuteris, baterija laiko virs valandos, kiti parametrai nuotraukose.  Viskas pilnai veikia, komplekte kompiuteris ir pakrovejas.

Susisiekti telefonu 862146820 jei neatsiliepiu, prasau, parasykite zinute,...","Mažeikių r., ...",prieš 6 val.,https://skelbiu.lt//skelbimai/nesiojamas-kompiuteris-i3-4gb-15-6-320gb-56279679.html
"Apple MacBook Air 11"" 2014 i5 256gb SSD",260 €,Būklė: naudota,"Parduodamas žmonos kelionėms naudotas kompiuteris. Dirba idealiai, kosmetiškai gal tik dangtis norėtu vieno kito stilingo lipduko. Daugiau informacijos nuotraukose ir telefonu. Pridedamas originalus, įdealios būklės pakrovėjas. Kaunas, dažnai...",Kaunas,prieš 6 val.,https://skelbiu.lt//skelbimai/apple-macbook-air-11-2014-i5-256gb-ssd-55711163.html
"Apple MacBook Pro 13"" A1258",260 €,Būklė: naudota,"Puikiai dirba, talpus ir greitas 500GB Samsung EVO SSD ir 8GB RAM, i5 CPU. Baterija laiko apie 3-4val, 277 ciklai. Komplekte kompiuteris ir du pakrovėjai. Švariai perinstaliuota MacOS Catalina, esant poreikiui galiu sudėti reikalingas programas...",Kaunas,prieš 6 val.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-a1258-56924089.html
MacBook Air 11inch 2014 512gb SSD,280 €,Būklė: naudota,"Paruodamas tvarkingas Macbook Air kompiuteris. Dirba be priekaistu, savo dydziu puikiai tinkantis merinoms mokslams ar laisvalaikiui, nors toks mobilumas pravercia visiems. Greitas ir talpus SSD 512GB praverte kelionese kai reikejo prisidet kuo...",Kaunas,prieš 6 val.,https://skelbiu.lt//skelbimai/macbook-air-11inch-2014-512gb-ssd-55497557.html
